"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         351,       2.415499081,       5.083497036,        4.50010782,       7.481011588
          0,           0,         352,       2.384604215,       5.052604049,       4.471463142,       7.450206963
          0,           0,         353,       2.353042636,       5.021025137,       4.441753048,       7.418715083
          0,           0,         354,       2.323273019,       4.991294786,       4.411430558,       7.388828543
          0,           0,         355,       2.294434007,       4.962476403,       4.381122606,       7.360225334
          0,           0,         356,       2.257435274,       4.925467321,        4.34265974,       7.323200791
          0,           0,         357,       2.238688597,       4.906578786,        4.30487348,       7.304066056
          0,           0,         358,       2.205918532,       4.873778763,       4.269589732,       7.271836507
          0,           0,         359,       2.158170514,       4.826086592,       4.225761896,       7.224513805
          0,           0,         360,        2.10217264,       4.770124944,       4.161320955,       7.169305914
          0,           0,         361,       2.059859745,       4.727743307,       4.119492554,       7.127479987
          0,           0,         362,       1.988374644,       4.656420028,       4.039621769,       7.056523098
          0,           0,         363,       1.915161064,       4.583769273,       3.970967675,        6.98780198
          0,           0,         364,       1.856581631,       4.527605481,       3.926223222,       6.943273014
          0,           0,         365,       1.765221967,       4.430797044,       3.840996132,       6.840498578
          0,           0,         366,       1.626775533,       4.294006891,       3.711880197,       6.716784715
          0,           0,         367,       1.543636831,       4.211532975,       3.505919841,       6.638414623
          0,           0,         368,       1.475607292,       4.141859082,       3.434236282,       6.575204474
          0,           0,         369,       1.531264982,       4.197084818,       3.553889896,       6.653530308
          0,           0,         370,       1.610095105,       4.275917204,       3.670763007,       6.694637243
          0,           0,         371,       1.709832588,       4.375755463,       3.791567713,       6.786206076
          0,           0,         372,       1.807580209,       4.474188504,       3.897939233,       6.879303642
          0,           0,         373,       1.902701044,       4.569456019,        3.98777919,       6.969183155
          0,           0,         374,       1.987082957,       4.654269471,       4.076345801,       7.056157425
          0,           0,         375,       2.061541536,       4.728691438,        4.15103659,       7.129598408
          0,           0,         376,        2.13237532,       4.799565881,        4.22122404,       7.198669699
          0,           0,         377,       2.197347242,       4.864642009,       4.286197562,       7.262652982
          0,           0,         378,       2.257098027,       4.924467053,       4.346412278,       7.321360634
          0,           0,         379,       2.311275092,       4.978693963,        4.39979422,       7.375310651
          0,           0,         380,       2.358542092,       5.026009847,       4.446071087,       7.422362222
          0,           0,         381,       2.399849706,       5.067622341,       4.486109665,       7.464549989
          0,           0,         382,       2.436002001,        5.10358881,       4.522574668,       7.499810804
          0,           0,         383,       2.462605855,        5.13017625,       4.548706795,       7.526086033
          0,           0,         384,       2.479557275,       5.146882713,       4.564856022,       7.542598473
          0,           0,         385,       2.490819672,       5.158470501,       4.577327943,       7.554558793
          0,           0,         386,       2.491664931,       5.159280757,       4.578296123,       7.557300523
          0,           0,         387,       2.482912535,       5.150623059,       4.570036111,       7.547761597
          0,           0,         388,       2.463868907,       5.131521362,       4.557941747,       7.529896942
          0,           0,         389,       2.434089687,       5.101640872,       4.514734906,       7.500186335
          0,           0,         390,       2.405430157,       5.072478722,       4.537407772,       7.478249275
          0,           0,         391,       2.355669535,         5.0229821,       4.452117144,       7.434302182
          0,           0,         392,       2.364781446,       5.031165114,        4.44566818,       7.438813642
          0,           0,         393,       2.168213119,       4.836624773,       4.239804591,        7.24493879
          0,           0,         394,       2.019290551,       4.691793173,       4.085674342,       7.109999812
          0,           0,         395,       1.868793149,       4.540482493,       3.907924037,       6.984206909
          0,           0,         396,       1.718988106,       4.369314054,       3.699830966,       6.839195256
          0,           0,         397,       1.680674326,       4.343277244,         3.7849232,       6.822006278
          0,           0,         398,       1.778844802,       4.440922742,       3.859667298,       6.897205449
          0,           0,         399,       1.870044641,       4.535419479,       3.956801558,       6.955994468
          0,           0,         400,       1.943396222,       4.607886014,       4.028472543,        7.01792731
          0,           0,         401,       1.881237523,       4.545656279,       3.966420548,       6.954408604
          0,           0,         402,       1.761815959,       4.427086597,       3.859861226,       6.835618608
          0,           0,         403,       1.725214233,       4.390944848,       3.817831293,       6.797226687
          0,           0,         404,       1.492265957,       4.154210133,       3.581808102,       6.588549998
          0,           0,         405,       1.705174672,       4.355359389,       3.786675804,       6.772097785
          0,           0,         406,       1.718675144,       4.381708801,        3.86874675,       6.798666496
          0,           0,         407,       1.331337637,       3.996753648,       3.799852543,       6.568560457
          0,           0,         408,       2.036590601,       4.701477593,        4.15059321,       7.109402986
          0,           0,         409,       2.343423778,       5.010059333,       4.433987017,       7.407786131
          0,           0,         410,       2.504376203,       5.170915423,       4.596997976,       7.569273943
          0,           0,         411,       2.603794351,       5.271224064,       4.697321655,       7.668852057
          0,           0,         412,        2.58944624,       5.256844402,       4.680444929,       7.654056268
          0,           0,         413,       2.668434191,       5.335991094,       4.757935423,       7.733187958
          0,           0,         414,       2.742033254,       5.408906305,       4.862617791,       7.809537281
          0,           0,         415,       2.742211877,       5.409489899,       4.838385125,       7.807564361
          0,           0,         416,       2.692006651,       5.359229722,       4.788754528,       7.758056819
          0,           0,         417,        2.61124034,       5.277970516,       4.708193296,       7.679300989
          0,           0,         418,       2.468768168,       5.134568888,       4.572033606,       7.548327007
          0,           0,         419,       2.265758845,       4.927780938,       4.404814097,       7.367344865
          0,           0,         420,       2.100554776,       4.757288043,       4.295624336,       7.259789626
          0,           0,         421,       2.322453478,       4.988948391,        4.42304739,       7.426262547
          0,           0,         422,       2.562997579,       5.233061575,       4.635661996,       7.641818132
          0,           0,         423,       2.549810782,       5.220202794,       4.620731415,        7.62772492
          0,           0,         424,         2.5393085,       5.209800352,       4.611439043,       7.624005734
          0,           0,         425,       2.529580154,        5.19961629,        4.60230941,       7.619186177
          0,           0,         426,        2.51033675,       5.180613253,       4.586142971,       7.610237957
          0,           0,         427,       2.491609758,       5.160870035,       4.572673743,       7.605081726
          0,           0,         428,       2.468076209,       5.138372703,         4.5583794,       7.609456739
          0,           0,         429,       2.686374629,       5.356704072,       4.767880994,        7.79663051
          0,           0,         430,       2.677250717,       5.349237263,       4.762616431,       7.811644776
          0,           0,         431,       2.692987331,        5.36635826,       4.786824372,       7.852883877
          0,           0,         432,        2.92729066,       5.595269261,       5.024312701,       8.062760595
          0,           0,         433,       3.471805516,        6.14204894,       5.542249891,        8.54547635
          0,           0,         434,       3.277146458,       5.947536766,       5.351386332,       8.364178538
          0,           0,         435,        3.12768159,       5.798134354,       5.208249667,       8.234719381
          0,           0,         436,       3.015505959,       5.685996725,       5.098189524,       8.129189373
          0,           0,         437,        2.92257548,        5.59304903,       5.024305747,       8.087626195
          0,           0,         438,       2.835028013,       5.505488981,       4.935443356,       7.996894435
          0,           0,         439,       2.746782562,        5.41752781,       4.864821857,       7.951593726
          0,           0,         440,       2.656026157,       5.326746032,       4.795807055,       7.908783728
          0,           0,         441,       2.560555647,       5.230616501,       4.710205453,       7.830455744
          0,           0,         442,       2.464548161,       5.134244134,       4.637283147,       7.777091796
          0,           0,         443,       2.368738924,       5.037757475,       4.589595001,       7.758014199
          0,           0,         444,       2.273042938,       4.941765742,        4.55460632,       7.748391893
          0,           0,         445,       2.178306005,       4.847522821,       4.530055739,       7.745484774
          0,           0,         446,       2.093301265,       4.771035587,       4.518394244,       7.751558893
          0,           0,         447,       2.029512503,       4.729236957,       4.520252992,       7.759986301
          0,           0,         448,       1.916862334,        4.58146626,       4.518818739,       7.762848475
          0,           0,         449,       1.838892742,       4.501466032,       4.494854503,       7.748831069
          0,           0,         450,       1.784684001,       4.448882043,       4.432892529,       7.686368569
          0,           0,         451,        1.70177347,       4.355469468,       4.347827742,        7.60258195
          0,           0,         452,       1.798834695,       4.526365479,       4.309345994,       7.541607221
          0,           0,         453,       1.662045766,       4.287716059,       4.257206967,       7.500809249
          0,           0,         454,       1.553343993,        4.15881462,       4.244478186,       7.500922262
          0,           0,         455,       1.470956952,       4.040132916,       4.223757139,       7.481919767
          0,           0,         456,       1.465271171,       3.992319752,       4.210773572,       7.469578587
          0,           0,         457,       1.425272089,       3.927640796,       4.200819473,       7.456639324
          0,           0,         458,       1.441914343,       3.879265593,       4.195374896,        7.44395449
          0,           0,         459,       1.736602779,       4.443642455,       4.217364774,       7.482842469
          0,           0,         460,       1.560008403,       4.068801536,        4.25751313,       7.484741749
          0,           0,         461,       1.526600598,       3.781220894,       4.219068926,       7.474058898
          0,           0,         462,       1.584256879,       3.760258578,       4.229674946,        7.48205309
          0,           0,         463,       1.557480292,       3.702124239,       4.249689298,       7.499018133
          0,           0,         464,       1.685809817,       3.745542705,       4.298391133,       7.532328661
          0,           0,         465,       1.720999034,       3.727044017,       4.303195837,       7.532733578
          0,           0,         466,       1.737103786,       3.723341509,         4.2591064,       7.519273713
          0,           0,         467,        1.83895151,       3.675011279,       4.276386383,       7.534859995
          0,           0,         468,       1.764214349,       3.647186139,       4.289521291,       7.558573188
          0,           0,         469,        1.82663779,       3.654366445,       4.382522452,       7.627184396
          0,           0,         470,       1.899364369,       3.997008215,       5.013504845,       8.299968438
          0,           0,         471,       1.825697191,         3.6146533,       4.347323676,       7.615079565
          0,           0,         472,       1.780658718,       3.595825499,       4.421068375,       7.684585294
          0,           0,         473,       1.736411908,       3.641405746,       4.441718788,       7.699857713
          0,           0,         474,       1.748142412,       3.576686803,       4.450357662,       7.725645612
          0,           0,         475,       1.748473142,       3.591132114,       4.452304833,       7.731656201
          0,           0,         476,       1.789755579,       3.608630155,       4.476463423,       7.770786508
          0,           0,         477,       1.864602995,       3.649866574,       4.523452471,       7.784547143
          0,           0,         478,        1.99133685,       3.760283083,       4.513276303,       7.759643443
          0,           0,         479,       2.079446218,       3.841736611,       4.505800579,       7.755438933
          0,           0,         480,       2.229165079,        3.99917131,       4.555184386,       7.807940078
          0,           0,         481,       2.317183109,       4.074950412,       4.556459381,        7.80376412
          0,           0,         482,       2.429464719,       4.179632477,       4.595652196,        7.78958872
          0,           0,         483,       2.411968223,       4.166820131,       4.589341416,       7.851052049
          0,           0,         484,       2.517951106,       4.308909895,       4.629575808,       7.835919189
          0,           0,         485,       2.516112351,        4.42486168,         4.6992265,       7.855993767
          0,           0,         486,       2.314347858,       4.129085609,       4.611828395,       7.846692477
          0,           0,         487,       2.350193053,       4.124547531,       4.605423107,       7.863835011
          0,           0,         488,        2.48395655,       4.236307152,       4.645888338,       7.907979281
          0,           0,         489,        2.47948766,       4.371092745,       5.619724951,       8.677755604
          0,           0,         490,       2.437568875,       4.200714572,       4.667537673,       7.940122095
          0,           0,         491,       2.558564612,       4.325210497,       4.722475237,       7.979071606
          0,           0,         492,       2.615132908,        4.37447002,       4.753084487,       7.999707715
          0,           0,         493,       3.289945325,       5.248808609,       5.383803406,       8.040253725
          0,           0,         494,       2.808957395,       4.575594474,       4.869271069,       8.084120302
          0,           0,         495,       2.779221233,       4.577671703,       4.928032833,       8.166104321
          0,           0,         496,       2.793668527,       4.599983416,       4.883522572,       8.102867288
          0,           0,         497,       2.924874395,       4.754335818,       4.974855779,       8.117569337
          0,           0,         498,       3.049479827,       4.895653613,       5.076556496,       8.193055424
          0,           0,         499,       3.517379861,       5.478737912,       5.889569869,       9.187015904
          0,           0,         500,        3.76834872,        5.41802413,       5.410434458,       8.469208464
          0,           0,         501,        3.03776616,       5.001899826,       5.507321373,       8.812153245
          0,           0,         502,       3.075767797,        4.93613496,       5.212016457,       8.427945271
          0,           0,         503,       3.947854459,       6.874023667,       7.533177906,       10.85253031
          0,           0,         504,        2.97634466,       5.235973794,        5.87908314,       9.193339724
          0,           0,         505,       3.135401291,       4.941284937,       5.385967671,       8.642656053
          0,           0,         506,       3.144525693,       4.959661193,       5.399715826,       8.636283723
          0,           0,         507,       3.247764709,       5.059465377,       5.488979737,       8.709212745
          0,           0,         508,        3.38163468,       5.191578655,       5.602805446,       8.815104564
          0,           0,         509,       3.176697194,       5.002477619,       5.553854045,       8.796228337
          0,           0,         510,       3.288070905,       5.061448565,       5.547732393,       8.780367661
          0,           0,         511,       3.696403314,       5.361195352,       5.676798518,       8.854162535
          0,           0,         512,       3.266660233,       5.070226492,       5.614268115,       8.803047216
          0,           0,         513,       3.147781029,       4.979172198,       5.759473682,       9.013960101
          0,           0,         514,       3.091577609,       4.923321251,       5.508184527,       8.714295778
          0,           0,         515,       3.049276263,       4.878935912,       5.473923475,       8.664073829
          0,           0,         516,        3.07284931,       4.860361608,       5.464044348,       8.633216013
          0,           0,         517,       4.767206757,        6.63059998,       6.916181442,       8.930120188
          0,           0,         518,       3.018842013,       4.861893117,       5.402901164,       8.629415761
          0,           0,         519,       3.015777138,       4.957351497,       5.524771523,       8.806151867
          0,           0,         520,       3.010416218,       4.880369666,       5.397489154,       8.644925136
          0,           0,         521,       3.025934533,       4.863625185,       5.318518374,       8.529139579
          0,           0,         522,       3.041381497,       4.872429849,       5.286713803,       8.484146176
          0,           0,         523,       2.903586885,        4.76026956,       5.312872503,       8.534884071
          0,           0,         524,       2.935868896,       4.767820148,       5.312708779,       8.513916238
          0,           0,         525,       2.972557213,       4.798797821,       5.312080947,       8.480174064
          0,           0,         526,        2.95726222,       4.774298131,       5.336176193,       8.486140867
          0,           0,         527,       3.062016951,        4.86981578,       5.524297507,       8.543432881
          0,           0,         528,       2.781608885,       4.605763406,       5.442127844,       8.601786539
          0,           0,         529,       2.889422404,       4.689178874,       5.677722838,         8.7953033
          0,           0,         530,       3.010810219,       4.817300781,       5.750774835,       8.755701319
          0,           0,         531,       2.962208555,       4.760047381,       5.784134142,       8.767332027
          0,           0,         532,       3.019443953,       4.756683603,       5.805692287,        8.97054948
          0,           0,         533,       3.104044827,         4.8227051,       5.812178031,       8.921518781
          0,           0,         534,        3.21186572,       4.906202117,       5.954459745,       9.068860483
          0,           0,         535,       3.320849794,       4.982160129,       6.034423636,       9.156693491
          0,           0,         536,       3.583841841,       5.221514477,        6.17442652,       9.330968782
          0,           0,         537,       4.022356941,       5.659492912,       6.202746791,       9.411278317
          0,           0,         538,       3.275563908,         4.8424452,       6.427669414,        9.59692097
          0,           0,         539,       3.339332565,       4.894566605,       6.522304909,       9.676242524
          0,           0,         540,       3.408071004,       4.915955921,        6.60906938,       9.743997587
          0,           0,         541,       3.482466689,       5.035036164,       6.702506843,        9.82347015
          0,           0,         542,       3.552470527,       5.052426867,       6.788688211,       9.890499484
          0,           0,         543,       3.770448849,       6.164251367,       7.266521223,       10.55579229
          0,           0,         544,       3.699178593,       5.147526423,       6.960359354,       10.03625299
          0,           0,         545,       3.771922839,       5.220187312,       7.045849703,       10.11593202
          0,           0,         546,       3.841785664,       5.297315184,        7.12793616,       10.19527841
          0,           0,         547,       3.909176664,       5.472270892,       7.205100871,       10.27207028
          0,           0,         548,       3.969842064,       5.482160449,       7.273030298,       10.33997446
          0,           0,         549,        4.01108799,       5.477322462,       7.312144204,       10.38702471
          0,           0,         550,       4.111153853,       5.603239205,       7.441409802,       10.51323153
          0,           0,         551,       3.893203277,       5.573738095,       7.000563668,       10.26096416
          0,           0,         552,       3.440461977,       5.541872738,       6.887312937,       10.09946817
          0,           0,         553,       3.470171871,       5.644250564,       6.940691843,       10.05145155
          0,           0,         554,       3.614865579,       5.683345974,       6.964767035,       10.17942481
          0,           0,         555,       3.684698825,        5.68467188,       7.012932182,       10.26446893
          0,           0,         556,       3.727192967,       5.740053775,       7.075667637,       10.29585681
          0,           0,         557,       3.779232796,       6.141253146,       7.172095783,        10.3804903
          0,           0,         558,        3.82077371,       5.890388757,       7.218782902,       10.37955828
          0,           0,         559,       3.883079622,       5.968872473,       7.295923405,       10.44001818
          0,           0,         560,       3.955082969,       6.053811381,       7.375246493,       10.51081715
          0,           0,         561,       4.031780461,       6.129089687,        7.45476104,       10.58540355
          0,           0,         562,       4.112846171,       6.317739587,       7.540168219,       10.67622838
          0,           0,         563,       4.190425542,       6.309388279,       7.615504695,       10.74340708
          0,           0,         564,       4.410311572,       6.550864349,       7.836370623,       10.96533562
          0,           0,         565,       4.387868985,       6.489482998,       7.812858421,       10.93873341
          0,           0,         566,       4.362778162,        6.47235848,       7.787869738,       10.91390734
          0,           0,         567,       4.334655692,       6.456253001,       7.759483206,       10.88637179
          0,           0,         568,       4.304337795,       6.424849645,       7.728968595,       10.85594777
          0,           0,         569,       4.276593385,       6.440563607,       7.701609898,       10.83016242
          0,           0,         570,       4.254408118,       6.434982821,       7.679622413,       10.80865642
          0,           0,         571,       4.243414952,       6.405739071,       7.667236753,       10.79515057
          0,           0,         572,       4.249904574,       6.432519449,       7.673922452,       10.80129612
          0,           0,         573,       4.271557885,       6.462426163,       7.695566127,       10.82257601
          0,           0,         574,       4.305710183,       6.500522792,       7.726745536,       10.85557333
          0,           0,         575,       4.328111883,       6.537191548,       7.749090564,       10.87712894
          0,           0,         576,       4.332269606,       6.578100383,       7.753098071,       10.88107165
          0,           0,         577,       4.309596023,       6.578327588,       7.727716994,       10.85404467
          0,           0,         578,       4.250780914,       6.547298078,       7.665085737,       10.79003476
          0,           0,         579,       4.197768585,       6.538975366,       7.608216795,       10.73109253
          0,           0,         580,       4.168823413,       6.539339979,       7.576126665,       10.69647564
          0,           0,         581,       4.155732244,       6.626570258,       7.565373627,       10.69010491
          0,           0,         582,       4.108791188,        6.54493659,       7.507671559,       10.63630893
          0,           0,         583,       4.097826904,       6.546671485,       7.495051193,       10.62051684
          0,           0,         584,       4.091076229,       6.553835732,       7.485622789,        10.6080592
          0,           0,         585,       4.107356938,       6.521047536,       7.495128398,        10.6097898
          0,           0,         586,       4.112047404,       6.582421852,       7.498090708,       10.61113139
          0,           0,         587,       4.111447141,       6.598004596,       7.495939943,        10.6076562
          0,           0,         588,        4.10378861,        6.62194028,       7.485785516,       10.59839146
          0,           0,         589,        4.09108982,       6.721435361,       7.474312147,       10.59947562
          0,           0,         590,       4.085854287,       6.691654106,       7.456670551,       10.57578573
          0,           0,         591,        4.11462109,       6.615670776,       7.475181667,       10.57584758
          0,           0,         592,       4.127394323,       6.626794441,       7.478996663,       10.57202581
          0,           0,         593,       4.136472444,       6.702685254,       7.482337094,       10.57441982
          0,           0,         594,       4.101663192,       6.777712344,       7.446687253,        10.5597883
          0,           0,         595,       4.128698128,       6.852323802,       7.469298111,       10.58017717
          0,           0,         596,       4.196098519,        6.95645008,        7.50966119,       10.59966954
          0,           0,         597,       4.225381245,       7.004433529,       7.526229437,       10.61168868
          0,           0,         598,       4.240764859,       7.010248949,       7.537540017,       10.62112562
          0,           0,         599,       4.207671274,       7.039625389,       7.504655476,       10.61218267
          0,           0,         600,       4.233506387,       7.074273205,       7.530467027,       10.63251281
          0,           0,         601,       4.243031284,       7.090624336,       7.525841074,       10.62088814
          0,           0,         602,       4.215087372,       6.980367339,       7.495237216,       10.58636051
          0,           0,         603,       4.159474214,       6.895426508,       7.448536249,       10.55458932
          0,           0,         604,       4.169320657,       6.903083667,       7.515735865,       10.69103749
          0,           0,         605,       4.171886787,       6.843979396,       7.501912714,       10.59534136
          0,           0,         606,       4.182220622,       6.847886226,       7.515606555,       10.60256608
          0,           0,         607,       4.137575615,       6.685202767,       7.465547994,       10.55999527
          0,           0,         608,       4.159064912,        6.73065705,       7.487799147,       10.57605672
          0,           0,         609,       4.189658911,       6.771227039,       7.522649773,       10.60303184
          0,           0,         610,       4.160296385,       6.796435683,       7.493787404,       10.58379539
          0,           0,         611,       4.125532305,       6.735370478,       7.453962314,       10.55282014
          0,           0,         612,       4.136506417,       6.862413565,       7.439586554,       10.55400841
          0,           0,         613,       4.142692888,       6.923639943,       7.447991462,       10.56225747
          0,           0,         614,       4.137604212,       6.887282919,       7.435828072,       10.55398395
          0,           0,         615,       4.221763329,       6.991086887,        7.52983924,       10.68915545
          0,           0,         616,       4.215337839,       7.103764234,       7.446272434,       10.64104336
          0,           0,         617,       4.271207266,       7.191029309,       7.481190147,       10.71084533
          0,           0,         618,        4.37742109,       7.330904539,       7.598437154,       10.82328412
          0,           0,         619,       4.448085241,         7.4116936,       7.673969635,       10.89477671
          0,           0,         620,       4.519724512,       7.491933361,       7.750872603,       10.96575183
          0,           0,         621,       4.594237622,       7.571068938,       7.828809993,       11.03333184
          0,           0,         622,       4.671755992,       7.650548393,       7.913870941,       11.10939525
          0,           0,         623,       4.749632257,       7.728986431,       8.001839102,       11.18797514
          0,           0,         624,       4.820049397,       7.801920446,       8.083238944,        11.2530073
          0,           0,         625,       4.887051831,       7.869956338,       8.163831112,       11.31827201
          0,           0,         626,       4.820614133,       7.802467364,       7.942244672,       11.15230049
          0,           0,         627,       4.865062133,       7.847771125,       7.992183509,       11.16477071
          0,           0,         628,        4.91874482,       7.901767341,       8.055471133,       11.19967051
          0,           0,         629,       4.974752269,        7.95730187,       8.121485319,       11.24784529
          0,           0,         630,       4.746798201,       7.711577097,        7.81837011,       11.10455503
          0,           0,         631,       4.820768307,       7.779299086,       7.913239024,       11.17410793
          0,           0,         632,       4.956289604,       7.901788731,        8.09561248,       11.29958237
          0,           0,         633,       5.025973399,       7.972056471,       8.173143858,       11.36130741
          0,           0,         634,       5.102703946,       8.050905731,        8.25078715,       11.43136791
          0,           0,         635,       5.170372746,       8.128008605,        8.31484458,       11.50288307
          0,           0,         636,       5.241729958,       8.201286421,       8.395073811,       11.56998249
          0,           0,         637,       5.314608644,       8.277278005,         8.4747661,       11.63798608
          0,           0,         638,       5.373979822,       8.339972501,        8.54324798,       11.69284737
          0,           0,         639,       5.436658832,        8.40436062,       8.617354626,       11.75153659
          0,           0,         640,         5.4943536,       8.465787047,       8.683956027,       11.80670752
          0,           0,         641,        5.70581307,       8.687023573,       8.929771837,       12.02379255
          0,           0,         642,       5.785129157,        8.76729516,       9.029961377,       12.10751476
          0,           0,         643,       5.781399051,       8.762896125,       9.025055443,       12.10310118
          0,           0,         644,       5.756263787,       8.692955721,       8.881015328,       12.00213008
          0,           0,         645,       5.651091207,        8.58334628,       8.758239531,       11.88456374
          0,           0,         646,       5.546654671,         8.4708199,       8.634042969,       11.77792165
          0,           0,         647,       5.432649628,       8.358155525,       8.480090875,       11.67250211
          0,           0,         648,       5.322055451,       8.203959421,       8.390160666,       11.55455985
          0,           0,         649,       5.135199788,       7.674930512,       8.370153921,       11.32970227
          0,           0,         650,        5.22195972,       7.912972681,       8.408474473,        11.3894605
          0,           0,         651,       5.290579337,       8.043608303,       8.429437172,       11.46737402
          0,           0,         652,       5.330217096,       8.042018351,       8.445934976,       11.50721109
          0,           0,         653,       5.185670775,       8.074350647,       8.162641127,       11.47549955
          0,           0,         654,       5.220211254,       8.092552044,       8.174732987,       11.50402854
          0,           0,         655,       5.225321805,       8.062209876,       8.169903355,        11.5029426
          0,           0,         656,       5.297404101,       7.997238294,       8.170257925,       11.50032331
          0,           0,         657,       5.327482273,       7.918896749,       8.176784304,       11.48342019
          0,           0,         658,       5.374646015,       7.841593591,       8.207569342,       11.48848552
          0,           0,         659,       5.545556303,       7.813485625,        8.40842695,       11.59353051
          0,           0,         660,       5.628249991,       7.806988165,        8.50265826,       11.65567346
          0,           0,         661,       5.710080111,       7.836939593,       8.597711311,       11.72177179
          0,           0,         662,       5.353558191,       7.584847743,       8.314637174,       11.53626312
          0,           0,         663,       5.414138654,       7.618406695,       8.360194942,       11.53223522
          0,           0,         664,       5.472222784,        7.65172834,       8.415632671,       11.53981857
          0,           0,         665,       5.531195267,       7.709089532,       8.468172779,       11.54058035
          0,           0,         666,       5.593848861,       7.784366185,        8.51702548,        11.5318609
          0,           0,         667,       5.663143658,       7.900287276,       8.572347645,       11.52464105
          0,           0,         668,       5.745325552,       8.121961071,       8.655698474,       11.58835326
          0,           0,         669,       5.811719547,       8.045467599,        8.72349694,       11.64123505
          0,           0,         670,       5.884650751,       8.085315948,       8.803699196,        11.7022152
          0,           0,         671,       5.953792554,       8.135928123,       8.887527647,       11.74877049
          0,           0,         672,       6.018328845,       8.190820049,        8.97164848,       11.79813673
          0,           0,         673,       6.079008029,       8.240635675,       9.052565423,       11.85143439
          0,           0,         674,       6.130434843,       8.295312641,       9.125067663,        11.9057311
          0,           0,         675,       5.887095049,       8.222842838,       8.700787452,       11.66864396
          0,           0,         676,       5.774339304,       8.234826056,       8.646081395,       11.60979022
          0,           0,         677,       5.420690158,       8.239368958,       8.610131109,       11.52009872
          0,           0,         678,        5.45521093,       8.208170152,       8.586931834,       11.47672289
          0,           0,         679,       5.657468904,       8.158737303,       8.471224505,       11.61794906
          0,           0,         680,       5.839307333,       8.156182422,       8.416220092,       11.59501564
          0,           0,         681,        5.59559738,       8.080622579,       8.426820946,         11.577317
          0,           0,         682,       5.568851488,       8.009767921,       8.445091986,       11.54209758
          0,           0,         683,       5.547166373,       8.062934738,       8.476055455,       11.56087818
          0,           0,         684,        5.52088377,       8.101404939,       8.519626408,       11.60736884
          0,           0,         685,       5.460377945,       7.877788475,       8.421534471,         11.517169
          0,           0,         686,       5.425836204,       7.809808532,       8.457327823,       11.52748036
          0,           0,         687,       5.399189241,       7.778901596,       8.463236746,       11.52970461
          0,           0,         688,       5.420326508,       7.857503553,       8.518070169,       11.59325345
          0,           0,         689,       5.469131225,       7.919449042,       8.590785382,       11.64545576
          0,           0,         690,       5.535183524,       7.960314415,       8.666439419,        11.7007509
          0,           0,         691,        5.60078776,       7.907845246,       8.741443506,       11.75788195
          0,           0,         692,       5.676218324,       7.961116173,        8.82021364,       11.83391687
          0,           0,         693,       5.752385832,       8.023445553,       8.899255668,       11.90354087
          0,           0,         694,       5.829646632,       8.092465897,        8.97923257,       11.97633791
          0,           0,         695,       5.907644577,       8.167124286,       9.059167652,       12.05122531
          0,           0,         696,       5.985979833,       8.244565988,       9.139312247,       12.12807939
          0,           0,         697,        6.06455398,       8.321912742,       9.219360213,       12.20605474
          0,           0,         698,       6.143431641,       8.408538288,        9.29966478,       12.28541567
          0,           0,         699,       6.221993773,       8.478581996,       9.379238462,       12.36384492
          0,           0,         700,       6.299834133,       8.555109572,       9.456975449,       12.44062961
          0,           0,         701,       6.378212581,       8.633015137,       9.536586383,       12.51882029
          0,           0,         702,       6.456557461,       8.710920439,        9.61612193,       12.59708498
          0,           0,         703,       6.534890918,       8.789012899,       9.695616229,       12.67547328
          0,           0,         704,        6.61340626,        8.86742764,       9.774848386,       12.75408392
          0,           0,         705,       6.685701432,       8.942431273,       9.862625901,       12.82935037
          0,           0,         706,       6.751138332,       9.008738418,        9.94108629,       12.89653708
          0,           0,         707,       6.789756782,        9.03478883,       9.980876713,       12.93130685
          0,           0,         708,       6.533314914,       8.786942769,       9.538220162,       12.64948439
          0,           0,         709,       6.513756665,       8.768956401,       9.498358048,        12.5910358
          0,           0,         710,       6.523025399,       8.781957529,       9.501479437,       12.56456081
          0,           0,         711,       6.578143244,       8.845047502,       9.580336816,       12.58835356
          0,           0,         712,       6.724233185,       8.988217902,       9.718016538,         12.706715
          0,           0,         713,       6.680693733,        8.95598499,       9.717418697,       12.65846127
          0,           0,         714,       6.701110004,       8.990744498,       9.773941104,       12.63176349
          0,           0,         715,       6.791657086,       9.073873055,        9.83660244,       12.76400476
          0,           0,         716,       6.845604636,       9.132900827,       9.903197368,       12.79930276
          0,           0,         717,       6.549524009,       8.810345633,        9.37136139,       12.58703728
          0,           0,         718,       6.546066616,       8.817888704,       9.342857091,        12.5263106
          0,           0,         719,       6.725379892,       9.122619798,       9.653956238,       12.57187474
          0,           0,         720,       6.521929371,       8.808766144,       9.474562016,        12.3427524
          0,           0,         721,       6.259968347,       8.601968978,       9.316091468,       12.18175787
          0,           0,         722,       6.219734624,       8.573652019,       9.328379851,       12.17661415
          0,           0,         723,       6.193078755,       8.536610671,       9.277411815,       12.20255348
          0,           0,         724,       6.270928459,       8.589525286,        9.21187472,       12.35255249
          0,           0,         725,       6.244542633,       8.554719924,        9.20235887,       12.37211551
          0,           0,         726,       6.175257017,       8.482320061,       9.156497361,         12.341743
